'[\x80-\xff]'	12,55,72,73,113,147,181,233,245,247,251,287,288,302,305,323,340,355,381,412,422,436,459,492,507,510,580,594,602,622,627,729,752,759,780,849,852,866,878,919,927,935,961,989,1003,1004,1007,1012,1015,1025,1032,1033,1054,1078,1086,1087,1122,1158,1184,1194,1199,1221,1247,1263,1269,1292,1328,1364,1469,1495,1498,1501,1505,1509,1511,1517,1535,1580,1594,1634,1638
'(?i)([\xe1\xe9\xed\xf3\xfa]).*([\xe1\xe9\xed\xf3\xfa])'	305,1025,1138,1505
'\\.|\\\\|\\/|\\||\\:|\\?|\\*|"|<|>|[\x00-\x1f\x7f-\x9f]'	191,532,843,1132
'(/\\.)|(//)|([\\\\:\\*\\?\\""\\<\\>\\|]|[\x00-\x1f]|[\x7f-\x9f])'	191,532,843,1132
'(\x1b\\[?\\??#?[0-9;]*[a-zA-Z0-9@=>]|\x1b\\][0-9];.*?\x07|[\x01-\x0f]|\x1b\\([AB0])'	385,640,1149,1583
'^(WebSocket-Protocol: [\\x20-\\x7e]+\\r\\n)?(Cookie: [^\\r]*\\r\\n)*(Cookie2: [^\\r]*\\r\\n)?(Cookie: [^\\r]*\\r\\n)*\\r\\n'	1007,1015,1032,1300
'\x1b\\[[0-9]+m'	498,553,1414
'\\x1b\\[[^h]+h'	747,1517,1580
'[\x00-\x06\x0e-\x1f]'	147,181,1087
'([\\x00-\\x1f\\x7f])'	1269,1469,1498
'ustar *\x00|[ \x00]*$'	1269,1469,1498
'[\x00-\x08\x0e-\x1f\x7f]'	12,1054,1087
'[\x00-\x08\x0b-\x0c\x0e-\x1f]'	1050,1223,1420
'\x01'	757,1087
'\x1b'	1317,1501
'\\xf6'	296,819
':(\\s*)\x02'	757,1087
'[\x01-\x1f]'	492,1364
'[\x7f-\xff]'	602,1509
'[=\x7f-\xff]'	602,1509
'[=?\x7f-\xff]'	602,1509
'\\x1b\\[[^m]*m'	153,1301
'([\\x80-\\xFF])'	55,908
'\x1b]0;(.*?)\x07'	602,747
'([% \t\\x80-\\xff])'	305,1505
'[\x00-\x1f\x7f-\xff]'	305,1025
':( *\n     \\|\n)\x02'	757,1087
'[\x02\x1f\x16\x0f\x03]'	1269,1498
'\x1b\\]((?:.|;)*?)(\x07)'	1263,1580
'[&<>\\"\\n\\r\\x80-\\xff]+'	305,1505
'\x1b\\[([0-9]+)(;[0-9]+)*m'	332,689
'\x1b\\[(\\d\\d;){0,2}\\d\\dm'	251,1087
'(?i)gesch\xc3\xa4fts(.*)mail'	746,1378
'\x03[0-9]{1,2}(,[0-9]{1,2})?'	1269,1498
'([\x00-\x08\x0b\x0c\x0e-\x1f])'	305,1505
'(?i)gesch\xc3\xa4fts(.*)nummer'	746,1378
'(?i)videoUrl\\\\x3d(.+?)\\\\x26'	386,1181
'([\\x20\\x21\\x23-\\x5B\\x5D-\\x7E]+)'	55,908
'[\x00-\x1f\x7f()<>@,;:\\[\\]={} \t\\\\"]'	728,1416
'(?P<atom>[^\\](){%*"\\\\\\x00-\\x20\\x80-\\xff]+)( (?P<rest>.*$)|$)'	1223,1420
'([ \t(]|^)([-a-zA-Z0-9_+]*[\x7f-\xff][-a-zA-Z0-9_+\x7f-\xff]*)(?=[ \t)]|\n)'	602,1509
u'\n            ([a-zA-Z]+        #Tag\n            \\s?[0-9]+):       #Tag number\n            \\s+[+-]           #Temp signed\n            ([0-9]+\\.[0-9]+)  #Temp value\n            (\\xc2\\xb0         #\xb0 match\n            [CF])             #Celsius or Fahrenheit\n            '	1127,1380
'\xa7.'	1641
'\x08.'	1087
u'\\xa0'	824
'\xff\x00'	53
'\xa7.{1}'	1463
u'\xa7(.)'	1641
'([\\x7F])'	455
'([\\x0D])'	455
"('|\x00|%)"	413
'\x1b[^m]*m'	1618
'\xff\x00\x00'	53
'.*\\$\\>\x00'	1007
'\x1b\\[\\d+m'	1463
'-c\x00(\\d+)'	1510
'\xc2([^\xc2])'	190
'[\x80-\xff /&]'	31
'`|\xe2\x80\x99'	255
'\x1b\\[3[0-9]m'	498
'([\x00-\x7f]+)'	1580
'\x1b\\[([^m]*)m'	1580
'\x1b\\[[0-9;]*m'	328
'([\\x80-\\xff])'	908
'^\xff+\x00\xff*$'	1580
u'\xa0([^\xa0]|$)'	1438
'([^\\x00-\\x7f])'	1025
'\x1b\\[[0]{0,1}m'	498
u'\\x1b\\[[\\d;]+m'	1007
'\xc5\x9b|\xc5\x9a'	1470
u'(\xef|\xbb|\xbf)'	745
'[\x00-\x08\n-\x1f]'	381
'\xff(?=[\xe0-\xff])'	53
u'\\xa7([0-9a-zA-Z])'	839
'[\\\\"]|[\x00-\x1f]'	534
'[\\x00-\\x1F\\\\/"]'	1520
'^[ -/:-@[-`{-\x7f]*$'	204
'\x1b\\[[34][0-9];01m'	498
'[\\\\/\\:*?"<>|\x00]'	1007
'^([1\\.\x00\\-\\+]+)'	754
'([\\s\\xa0]+|&nbsp;)'	761
'\xff\x00([\xe0-\xff])'	53
'[\\x00:\\*\\?\\"<>\\|]'	1469
'["\'`\\(\\) /.,\\-\xa0]'	126
'[\x00-\x08\n-\x1f\x7f"]'	200
'\\s{2,}|[\t\n\r\x0c\x0b]'	381
u'[\\s\x00-\x1f@,:<>\x7f]'	935
'(\\x0d\\x0a|[\\x0d\\x0a])$'	1386
'([\xc0-\xc3])([\x80-\xbf])'	1076
'[\x00-\x08\n-\x1f\x7f",:;]'	200
'\\x1b\\[33m(.*?)\\x1b\\[0?m'	407
'^test \xe2\x80\x94 noun: .*$'	539
'[a-zA-Z][^\t\n\r\x0c />\x00]*'	1580
'[\\x00-\\x08\\x0E-\\x1F\\x7F]'	1580
'[\\x00\\/\\\\:\\*\\?\\"<>\\|]'	1469
'\x1b\\[[34][0-9]m*.*?\x1b\\[m'	498
'([^ \t\n\r\x0c\x0b\\{\\}]+)\\s'	1205
'\\W\xd1\x8e\xd0\xb0\xd0\xbe\\W'	1122
'\\W\xd0\xb7\xd0\xb0\xd0\xbe\\W'	1122
'\\W\xd1\x81\xd0\xb0\xd0\xbe\\W'	1122
u'Size ([\\.\\d]+)\xa0([GMK])iB'	1557
'\\W\xd0\xb2\xd0\xb0\xd0\xbe\\W'	1122
'\\W\xd1\x86\xd0\xb0\xd0\xbe\\W'	1122
'\xd1\x84\xd0\xb8\xd0\xbb\xd0\xb8'	1122
'\xd0\xb2\xd0\xb4\xd0\xbd\xd1\x85'	1122
'[\x01-\x08\x0b-\r\x0e-\x1f\x80-\xff]'	190
'1905 \xd0\xb3\xd0\xbe\xd0\xb4\xd0\xb0'	1122
'^\\d+\xc2\xb0F\xe2\x80\xbd .* \\- .*$'	539
'^\\d+\xc2\xb0C\xe2\x80\xbd .* \\- .*$'	539
'\x00([^\x00]*libreadline[^\x00]*)\x00'	1258
'^[\\d\\.]+ meV\xe2\x80\xbd .* \\- .*$'	539
'(?=[^a-zA-Z0-9_.\\/\\-\\x7F-\\xFF\\n])'	31
'\\W\xd1\x8e\xd0\xb2\xd0\xb0\xd0\xbe\\W'	1122
'\\W\xd1\x81\xd0\xb2\xd0\xb0\xd0\xbe\\W'	1122
'\\W\xd1\x8e\xd0\xb7\xd0\xb0\xd0\xbe\\W'	1122
'\\W\xd1\x81\xd0\xb7\xd0\xb0\xd0\xbe\\W'	1122
'\xe1\xf9\xf2\xe4&nbsp;(\\d\\d):(\\d\\d)'	126
'[\\x00-\\x1f\\\\"\\b\\f\\n\\r\\t\\\'&<>]'	1258
'\xd1\x81\xd0\xbe\xd0\xba\xd0\xbe\xd0\xbb'	1122
'\xd0\xbc\xd1\x8b\xd1\x82\xd0\xb8\xd1\x89'	1122
'\xd1\x85\xd0\xb8\xd0\xbc\xd0\xba\xd0\xb8'	1122
'\xd1\x87\xd0\xb5\xd1\x85\xd0\xbe\xd0\xb2'	1122
'^([\\.\\/\\w\x7f-\xff]+\\.tex):(\\d+):.*'	31
u'[\x00-\x08\x0b\x0c\x0e-\x1f\x7f-\x9f\\\\]'	1007
'[\\-a-zA-Z0-9\\x80-\\xff_\\.\\@\\!\\#\\%\\:]'	135
'\\W\xd0\xb7\xd0\xb5\xd0\xbb\xd0\xb0\xd0\xbe\\W'	1122
'[\\x00-\\x08\\x0B-\\x0C\\x0E-\\x1F\\x7F-\\xFF]'	55
'\x12\x01\x03\x00\x01\x00\x00\x00(.)\x00\x00\x00'	53
'^\\x1b\\[0m(.*?)\\x1b\\[0?m[:-](\\d+)([:-])(.*)'	407
'\x01\x12\x00\x03\x00\x00\x00\x01\x00(.)\x00\x00'	53
'\xd0\xb0\xd0\xbd\xd0\xbd\xd0\xb8\xd0\xbd\xd0\xbe'	1122
'\xd0\xb4\xd0\xb8\xd0\xbd\xd0\xb0\xd0\xbc\xd0\xbe'	1122
'\xd0\xb2\xd1\x8b\xd1\x85\xd0\xb8\xd0\xbd\xd0\xbe'	1122
'(^(\x00|\n|\r| |:|<)|[\x00\n\r\x80-\xff]+|[ ]+$)'	585
'\xd0\xbf\xd0\xb5\xd1\x80\xd0\xbe\xd0\xb2\xd0\xbe'	1122
'\xd0\xbc\xd0\xb8\xd1\x82\xd0\xb8\xd0\xbd\xd0\xbe'	1122
'\xd1\x80\xd0\xb5\xd1\x83\xd1\x82\xd0\xbe\xd0\xb2'	1122
'([\\x00-\\x08\\x0B-\\x0C\\x0E-\\x1F\\x80-\\x9F])'	455
'(\xd0\xbe\xd0\xb7\xd0\xb5\xd1\x80\xd0\xba\xd0\xb8)'	1122
'(\xd0\xb0\xd0\xb2\xd1\x82\xd0\xbe\xd0\xb2\xd0\xbe)'	1122
'(\xd0\xbb\xd0\xb5\xd1\x81\xd0\xbd\xd0\xb0\xd1\x8f)'	1122
'(\xd0\xbf\xd0\xb0\xd1\x80\xd0\xbd\xd0\xb0\xd1\x81)'	1122
'(\xd1\x81\xd0\xb5\xd0\xbd\xd0\xbd\xd0\xb0\xd1\x8f)'	1122
'(\xd0\xb2 \xd1\x86\xd0\xb5\xd0\xbd\xd1\x82\xd1\x80)'	1122
'\\d+/\\d+\\/\\d+\\s+([\x08House\x08|\x08Senate\x08])'	182
'[ \t\r\x0c\x0b]*\n[ \t\r\x0c\x0b]*\n[ \t\r\x0c\x0b]*'	1248
'\xd0\xbf\xd1\x83\xd1\x88\xd0\xba\xd0\xb8\xd0\xbd[e .\n]'	1122
'\xd0\xb1\xd0\xb5\xd0\xbb\xd1\x8f\xd0\xb5\xd0\xb2\xd0\xbe'	1122
'\xd0\xbd\xd0\xbe\xd0\xb3\xd0\xb8\xd0\xbd\xd1\x81\xd0\xba'	1122
'\xd0\xbb\xd1\x8e\xd0\xb1\xd0\xbb\xd0\xb8\xd0\xbd\xd0\xbe'	1122
'\xd0\xba\xd0\xbe\xd0\xbb\xd0\xbf\xd0\xb8\xd0\xbd\xd0\xbe'	1122
'\xd1\x81\xd0\xb0\xd0\xb4\xd0\xbe\xd0\xb2\xd0\xb0\xd1\x8f'	1122
'\xd1\x8f\xd1\x81\xd0\xb5\xd0\xbd\xd0\xb5\xd0\xb2\xd0\xbe'	1122
'\xd0\xbe\xd1\x80\xd0\xb5\xd1\x85\xd0\xbe\xd0\xb2\xd0\xbe'	1122
'\xd0\xbc\xd0\xb0\xd1\x80\xd1\x8c\xd0\xb8\xd0\xbd\xd0\xbe'	1122
'\xd0\xbf\xd0\xbe\xd0\xbb\xd1\x8f\xd0\xbd\xd0\xba\xd0\xb0'	1122
'\xd0\xbb\xd1\x83\xd0\xb1\xd1\x8f\xd0\xbd\xd0\xba\xd0\xb0'	1122
'[^a-zA-Z\xc3\xa6\xc3\xb8\xc3\xa5\xc3\x86\xc3\x98\xc3\x85]'	1488
'<a(.*?)href="(.*?)"(.*?)\xd7\x94\xd7\x91\xd7\x90(.*?)</a>'	126
'(\xd0\xba\xd1\x83\xd0\xbf\xd1\x87\xd0\xb8\xd0\xbd\xd0\xbe)'	1122
'(\xd0\xb4\xd1\x8b\xd0\xb1\xd0\xb5\xd0\xbd\xd0\xba\xd0\xbe)'	1122
'(\xd0\xbe\xd0\xb1\xd1\x83\xd1\x85\xd0\xbe\xd0\xb2\xd0\xbe)'	1122
'\xd1\x8e\xd0\xb6\xd0\xbd(\xd0\xb0\xd1\x8f|\xd0\xbe\xd0\xb9)'	1122
'\xd1\x81\xd0\xbe\xd0\xbb\xd0\xbd\xd1\x86\xd0\xb5\xd0\xb2\xd0\xbe'	1122
'\xd0\xbb\xd0\xb8\xd1\x85\xd0\xbe\xd0\xb1\xd0\xbe\xd1\x80\xd1\x8b'	1122
'\xd1\x86\xd0\xb0\xd1\x80\xd0\xb8\xd1\x86\xd1\x8b\xd0\xbd\xd0\xbe'	1122
'\xd0\xba\xd0\xbe\xd0\xbd\xd1\x8c\xd0\xba\xd0\xbe\xd0\xb2\xd0\xbe'	1122
'\xd0\xb1\xd0\xb0\xd0\xbb\xd0\xb0\xd1\x88\xd0\xb8\xd1\x85\xd0\xb0'	1122
'\xd0\xbe\xd1\x82\xd1\x80\xd0\xb0\xd0\xb4\xd0\xbd\xd0\xbe\xd0\xb5'	1122
'\xd0\xb1\xd1\x80\xd0\xb0\xd1\x82\xd0\xb5\xd0\xb5\xd0\xb2\xd0\xbe'	1122
'\xd1\x81\xd1\x82\xd1\x80\xd0\xbe\xd0\xb3\xd0\xb8\xd0\xbd\xd0\xbe'	1122
'\xd0\xb1\xd0\xbe\xd1\x80\xd0\xb8\xd1\x81\xd0\xbe\xd0\xb2\xd0\xbe'	1122
'\xd0\xb4\xd1\x83\xd0\xb1\xd1\x80\xd0\xbe\xd0\xb2\xd0\xba\xd0\xb0'	1122
'\xd0\xb0\xd1\x8d\xd1\x80\xd0\xbe\xd0\xbf\xd0\xbe\xd1\x80\xd1\x82'	1122
'\xd1\x81\xd0\xb2\xd0\xb8\xd0\xb1\xd0\xbb\xd0\xbe\xd0\xb2\xd0\xbe'	1122
'\xd0\xb1\xd0\xb8\xd0\xb1\xd0\xb8\xd1\x80\xd0\xb5\xd0\xb2\xd0\xbe'	1122
'(\xd1\x83\xd0\xb4\xd0\xb5\xd0\xbb\xd1\x8c\xd0\xbd\xd0\xb0\xd1\x8f)'	1122
'(\xd1\x80\xd1\x8b\xd0\xb1\xd0\xb0\xd1\x86\xd0\xba\xd0\xbe\xd0\xb5)'	1122
'(\xd1\x81\xd0\xbf\xd0\xb0\xd1\x81\xd1\x81\xd0\xba\xd0\xb0\xd1\x8f)'	1122
'(\xd0\xbd\xd0\xb0\xd1\x80\xd0\xb2\xd1\x81\xd0\xba\xd0\xb0\xd1\x8f)'	1122
'\xd7\xaa\xd7\x90\xd7\xa8\xd7\x99\xd7\x9a: </td>[^<]*<[^>]*>([^<]*)<'	126
'[^0-9a-zA-Z\xc3\xa6\xc3\xb8\xc3\xa5\xc3\x86\xc3\x98\xc3\x85.?!\\n\\r]'	1488
u'[.a-z\xe4\xf6\xfc\xdf\xe7\xe1\xe2\xe0\xe9\xe8\xea\xeb\xed\xf1\xf4\xf3]'	1340
'\xd0\xb7\xd1\x8f\xd0\xb1\xd0\xbb\xd0\xb8\xd0\xba\xd0\xbe\xd0\xb2\xd0\xbe'	1122
'[ \t\r\x0c\x0b]*\n[ \t\r\x0c\x0b\n]*|^[ \t\r\x0c\x0b]+|[ \t\r\x0c\x0b]+$'	313
'\xd0\xbf\xd0\xb5\xd1\x87\xd0\xb0\xd1\x82\xd0\xbd\xd0\xb8\xd0\xba\xd0\xb8'	1122
'\xd0\xbe\xd1\x81\xd1\x82\xd0\xb0\xd0\xbd\xd0\xba\xd0\xb8\xd0\xbd\xd0\xbe'	1122
'<p>(?:\\s|<br\\s*/?>)*\\x07/sf\\x07(?:\\s|<br\\s*/?>)*</p>|\\x07/sf\\x07'	682
'\xd1\x81\xd0\xb5\xd1\x81\xd1\x82\xd1\x80\xd0\xbe\xd0\xb8\xd1\x86\xd0\xba'	1122
'\xd0\xb0\xd0\xbb\xd1\x82\xd1\x83\xd1\x84\xd1\x8c\xd0\xb5\xd0\xb2\xd0\xbe'	1122
'\xd1\x80\xd0\xb0\xd0\xbc\xd0\xb5\xd0\xbd\xd1\x81\xd0\xba\xd0\xbe\xd0\xb5'	1122
'\xd1\x82\xd0\xb5\xd1\x80\xd0\xb5\xd1\x88\xd0\xba\xd0\xbe\xd0\xb2\xd0\xbe'	1122
'\xd0\xb2\xd0\xbb\xd0\xb0\xd0\xb4\xd1\x8b\xd0\xba\xd0\xb8\xd0\xbd\xd0\xbe'	1122
'\xd0\xba\xd1\x83\xd0\xb7\xd1\x8c\xd0\xbc\xd0\xb8\xd0\xbd\xd0\xba\xd0\xb8'	1122
'(\xd0\xb4\xd0\xb5\xd0\xb2\xd1\x8f\xd1\x82\xd0\xba\xd0\xb8\xd0\xbd\xd0\xbe)'	1122
'(\xd0\xbb\xd0\xb0\xd0\xb4\xd0\xbe\xd0\xb6\xd1\x81\xd0\xba\xd0\xb0\xd1\x8f)'	1122
'(\xd0\xb2\xd0\xb5\xd1\x82\xd0\xb5\xd1\x80\xd0\xb0\xd0\xbd\xd0\xbe\xd0\xb2)'	1122
'\xd0\xba\xd1\x83\xd1\x80\xd1\x81\xd0\xba(\xd0\xb0\xd1\x8f|\xd0\xbe\xd0\xb9)'	1122
'\xd1\x80\xd0\xb8\xd0\xbc\xd1\x81\xd0\xba(\xd0\xb0\xd1\x8f|\xd0\xbe\xd0\xb9)'	1122
'\xd0\xb1\xd0\xb5\xd0\xb3\xd0\xbe\xd0\xb2(\xd0\xb0\xd1\x8f|\xd0\xbe\xd0\xb9)'	1122
'\xd0\xbd\xd0\xb5\xd0\xb2\xd1\x81\xd0\xba(\xd0\xb8\xd0\xb9|\xd0\xbe\xd0\xbc)'	1122
'\xd1\x82\xd1\x80\xd1\x83\xd0\xb1\xd0\xbd(\xd0\xb0\xd1\x8f|\xd0\xbe\xd0\xb9)'	1122
'\xd0\xbc\xd0\xb8\xd0\xbd\xd1\x81\xd0\xba(\xd0\xb0\xd1\x8f|\xd0\xbe\xd0\xb9)'	1122
'\xd1\x80\xd0\xb8\xd0\xb6\xd1\x81\xd0\xba(\xd0\xb0\xd1\x8f|\xd0\xbe\xd0\xb9)'	1122
'\xd7\xa9\xd7\x9d \xd7\x94\xd7\x97\xd7\x95\xd7\xa7: </td>[^<]*<[^>]*>([^<]*)<'	126
'<p>(?:\\s|<br\\s*/?>)*\\x07(\\d+)\\x07(?:\\s|<br\\s*/?>)*</p>|\\x07(\\d+)\\x07'	682
'\xd1\x81\xd0\xbe\xd0\xba\xd0\xbe\xd0\xbb\xd1\x8c\xd0\xbd\xd0\xb8\xd0\xba\xd0\xb8'	1122
"^[A-Za-z0-9\xc2\xb5 /()'>-]+\\s+\\([0-9A-Fx]+,[0-9A-F]+\\)\\s+[1-3][C]*\\s+(.*)$"	1432
'\xd1\x87\xd0\xba\xd0\xb0\xd0\xbb\xd0\xbe\xd0\xb2\xd1\x81\xd0\xba\xd0\xb0\xd1\x8f'	1122
'\xd0\xbc\xd0\xb5\xd0\xb4\xd0\xb2\xd0\xb5\xd0\xb4\xd0\xba\xd0\xbe\xd0\xb2\xd0\xbe'	1122
'\xd0\xb7\xd0\xb5\xd0\xbb\xd0\xb5\xd0\xbd\xd0\xbe\xd0\xb3\xd1\x80\xd0\xb0\xd0\xb4'	1122
'\xd0\xba\xd1\x80\xd1\x8b\xd0\xbb\xd0\xb0\xd1\x82\xd1\x81\xd0\xba\xd0\xbe\xd0\xb5'	1122
'\xd1\x81\xd0\xbf\xd0\xbe\xd1\x80\xd1\x82\xd0\xb8\xd0\xb2\xd0\xbd\xd0\xb0\xd1\x8f'	1122
'\xd0\xbd\xd0\xbe\xd0\xb2\xd0\xbe\xd0\xba\xd0\xbe\xd1\x81\xd0\xb8\xd0\xbd\xd0\xbe'	1122
'\xd0\xb2\xd0\xbe\xd0\xbb\xd0\xba\xd0\xbe\xd0\xb2\xd1\x81\xd0\xba\xd0\xb0\xd1\x8f'	1122
'\xd0\xb2\xd0\xbe\xd1\x81\xd1\x82\xd1\x80\xd1\x8f\xd0\xba\xd0\xbe\xd0\xb2\xd0\xbe'	1122
'\xd0\xbe\xd1\x85\xd0\xbe\xd1\x82\xd0\xbd\xd1\x8b\xd0\xb9 \xd1\x80\xd1\x8f\xd0\xb4'	1122
'\xd0\xbf\xd0\xb0\xd1\x80\xd0\xba \xd0\xbf\xd0\xbe\xd0\xb1\xd0\xb5\xd0\xb4\xd1\x8b'	1122
'\xd0\xba\xd0\xb8\xd1\x82\xd0\xb0\xd0\xb9 \xd0\xb3\xd0\xbe\xd1\x80\xd0\xbe\xd0\xb4'	1122
'\xd1\x82\xd0\xb5\xd0\xbf\xd0\xbb\xd1\x8b\xd0\xb9 \xd1\x81\xd1\x82\xd0\xb0\xd0\xbd'	1122
'\xd1\x81\xd0\xbc\xd0\xbe\xd0\xbb\xd0\xb5\xd0\xbd\xd1\x81\xd0\xba\xd0\xb0\xd1\x8f.'	1122
'(\xd0\xbf\xd0\xb8\xd0\xbe\xd0\xbd\xd0\xb5\xd1\x80\xd1\x81\xd0\xba\xd0\xb0\xd1\x8f)'	1122
'(\xd0\xbf\xd1\x83\xd1\x88\xd0\xba\xd0\xb8\xd0\xbd\xd1\x81\xd0\xba\xd0\xb0\xd1\x8f)'	1122
'(\xd0\xb1\xd0\xb0\xd0\xbb\xd1\x82\xd0\xb8\xd0\xb9\xd1\x81\xd0\xba\xd0\xb0\xd1\x8f)'	1122
'(\xd0\xb2\xd1\x8b\xd0\xb1\xd0\xbe\xd1\x80\xd0\xb3\xd1\x81\xd0\xba\xd0\xb0\xd1\x8f)'	1122
'(\xd0\xbf\xd1\x80\xd0\xb8\xd0\xbc\xd0\xbe\xd1\x80\xd1\x81\xd0\xba\xd0\xb0\xd1\x8f)'	1122
'(\xd0\xbc\xd0\xbe\xd1\x81\xd0\xba\xd0\xbe\xd0\xb2\xd1\x81\xd0\xba\xd0\xb0\xd1\x8f)'	1122
'(\xd0\xbc\xd0\xb0\xd1\x8f\xd0\xba\xd0\xbe\xd0\xb2\xd1\x81\xd0\xba\xd0\xb0\xd1\x8f)'	1122
'\xd0\xbf\xd1\x80\xd0\xbe\xd0\xbd\xd1\x81\xd0\xba(\xd0\xb0\xd1\x8f|\xd0\xbe\xd0\xb9)'	1122
'\xd0\xbf\xd1\x80\xd0\xb0\xd0\xb6\xd1\x81\xd0\xba(\xd0\xb0\xd1\x8f|\xd0\xbe\xd0\xb9)'	1122
'\xd0\xba\xd0\xb8\xd0\xb5\xd0\xb2\xd1\x81\xd0\xba(\xd0\xb0\xd1\x8f|\xd0\xbe\xd0\xb9)'	1122
